track_id,title,year,artist_name,release,recording_mbid,language,rating,rating_count,url,covert_art_url
TRAUMNH128F92FB67F,It Could All Get Blown Away,1992,The Jeff Healey Band,Legacy:Volume One,f0522337-f171-4e82-9833-15731691cf7f,,,,,http://coverartarchive.org/release/f0522337-f171-4e82-9833-15731691cf7f/1495832539.jpg
TRAUMPU12903CBD2E2,Make it up,2005,Anthony Cruz,Tsahai Riddim (aka Receive),,,,,,
TRAUMRB128F93377DB,Le Roi A Fait Battre Tambour,0,Jacques Douai,Heritage - Maintenant Que La Jeunesse... - BAM (1968-1971),,,,,,
TRAUMRG128F1483D2F,Luo Cuo Che,0,Sammi Cheng,Sammi Vs Sammi 04 Concert CD,,,,,,
TRAUMVE12903CE05FE,Jag Vet En Dejlig Rosa,0,Thomas Battenstein,Guitaropa,,,,,,
TRAUMZG128F934462A,Hannikaisen baari,0,Hector,Hotelli Hannikainen,,,,,,
TRAUNEL128F1467D5C,Sloppy (I Saw My Baby Gettin'),1978,Devo,Q: Are We Not Men?  A: We Are Devo / Devo Live,de784655-bca0-4799-8c95-585af71bfb7d,,,,,
TRAUNGN12903CE12A6,Reminissin',0,Geiom Feat. Marita,The Sound of Dubstep,a226c6eb-518a-44ce-bc2f-0d766acc41ab,,,,,
TRAUNIH128F92F6365,Caseta del Plater,0,Pep Laguarda & Tapineria,Brossa D'ahir,,,,,,
TRAUNMO128F92F4C25,Cajun Honey (Cajun Lovin' Style),0,Rod Bernard,Voices Of Americana: Rod Bernard,,,,,,
TRAUNND12903CD03BC,Play The Part,2010,Eyes Set to Kill,Broken Frames,fa73e5e0-4a2e-4c65-91d1-bd06440dcd71,,,,,
TRAUNNH12903CB038C,Many Are We,2006,Keep Of Kalessin,Armada,f4709d5e-18e4-4cb1-a9e2-888b8e4e6ace,,,,,
TRAUNOS12903CB782D,2 People,0,Ann Lee,2 People,,,,,,
TRAUNPM12903CB7CCC,Fading Lady Light,0,Jefferson Starship,Original Album Classics,72b0a05f-5291-4d01-aed8-6fd4eac536eb,,80.0,1.0,,
TRAUNWX12903D01764,The Croppy Boy,2001,The Irish Tenors,Live From Ellis Island,94a535d9-d80e-447d-8200-04e92816e1f1,,,,,
TRAUOAA128F4245ECF,It's Good To Know Jesus,2003,Mississippi Mass Choir,God Gets The Glory,,,,,,
TRAUOBO128F4280122,South Bound Water,0,Lonnie Johnson,Lonnie Johnson Vol. 2  (1926 - 1927),3547f075-3bbb-4742-b190-6a7cac3d2e58,,,,,
TRAUODU128F9307467,Tripping Billies,1993,DAVE MATTHEWS BAND,Live At Red Rocks 8.15.95,be7247e2-f959-496f-932f-dd5c3a0fcda0,,80.0,3.0,,http://coverartarchive.org/release/be7247e2-f959-496f-932f-dd5c3a0fcda0/18530906758.jpg
TRAUOEY128F421CBD3,Valerie,2007,Amy Winehouse,ESSENTIAL 08,5e6c74c5-b7df-43bb-ab3b-f47ac83a6b34,,84.0,5.0,,
TRAUOEZ12903CAC030,O For a Thousand Tongues,0,Glad,Acapella Project Vol. 1,,,,,,
TRAUOLH128F92FA158,The Very Conscious,0,The Antripodean Collective,The Massacre of the Egos,,,,,,
TRAUONA128F4255A38,November Has Come,2005,Gorillaz,Demon Days,ef5190a2-f724-479f-a604-0e958008701c,,58.0,8.0,,
TRAUOPA128F93537F2,Things You Do To Me,2000,Martin Sexton,Live Wide Open,,,,,,
TRAUOPC128F92F5EDE,It Ain't What It Seems,0,Pat Travers,Putting It Straight,d3e64cd3-8640-4edf-a118-bdc9302f9d66,,,,,
TRAUOPE128EF367610,Given Up (Album Version),2007,Linkin Park,Minutes To Midnight,,,,,,
TRAUOPR128F933634F,Back A Yard,1979,The In Crowd,His Majesty Is Coming,03970529-029e-4c65-abfe-8c9ac22182ec,,,,,
TRAUORF128F424D160,1er Gaou,0,Magic Systeme,Ivoir' Compil_ Vol. 4,,,,,,
TRAUOUZ128E078F8BB,I'mma Break It Down,1988,Eazy-E,Eazy Duz It,42ff22e6-231c-4f01-ba8a-ebf3630cc6b1,,,,,
TRAUOXB128F146573B,Ja Nun Hons Pris,2002,Bryan Ferry,Frantic,a3ec3d4e-5a7a-422d-8a8f-e3dd10b2a1f6,,,,,
TRAUPAX12903CBB54D,Je suis le passeur du printemps,0,Jean Lumière,The Greatest Hits from 40's and 50's_ Vol. 8,,,,,,
TRAUPBI128F4231325,Chumpman Blues,0,Scott Ainslie,Terraplane,,,,,,
TRAUPEE128F425943A,Bull Dog,1964,The Shangri-Las,The Very Best Of The Shangri-Las,c100c40c-0068-487d-86fe-9344317b4cda,,,,,
TRAUPNY12903C9DE65,My M.B. Thang,0,Tyree,Jack'd Volume 1,,,,,,
TRAUPSV128F427B621,Como Nuestro Amor No Hay Dos,2008,Cabas,Amores Difíciles,,,,,,
TRAUPTJ128F92DFDF8,Russian Doll,0,Flink,Moog,,,,,,
TRAUPVF128F92F8C39,I Can't Believe That You're In Love With Me (Digitally Remastered 95),0,The John Buzon Trio,Ultra-Lounge / Mambo Fever  Volume Two,,,,,,
TRAUPWA128F147F2CF,Come Live With Me (12'' Extended Version) (2006 Digital Remaster),1983,Heaven 17,The Luxury Gap,,,,,,
TRAUPWS128F9338163,Big Legged Woman,1998,Robert Lockwood_ Jr.,I Got To Find Me A Woman,838adfd7-cca5-4a46-89c0-4503eeca32a1,,,,,
TRAUPYX128F930B426,Forró Praieiro,0,Sivuca,Sivuca - Enfim Solo,,,,,,
TRAUQAM128F9340CFE,Pick Me Up On Your Way Down - Original,0,Charlie Walker,Charlie Walker's ''T'' For Texas,,,,,,
TRAUQAP12903CB60EA,Schauet Her!,1983,Der Plan,Die Letzte Rache (+Bonus),,,,,,
TRAUQFT128F4270904,Shenandoah,1967,The Statler Brothers,Flowers On The Wall:  The Essential Statler Brothers 1964-1969,93fb317d-7a0b-4c7d-a2ef-884d937cddf1,,,,,
TRAUQJR128F92E5B5F,Ich bleib so wie ich bin,2007,Eko Fresh feat. Ado,Ekaveli,6ecd3850-a69a-456e-8a18-d615c5fdd2a2,,,,,
TRAUQKE12903CBD5B5,Beloki,0,Peloton,Selected Recordings,,,,,,
TRAUQLK128F4275BE3,Brightess night,0,Wilks,Brightess night,,,,,,
TRAUQOF128F423CD1F,Dunn's Revenge,0,Paul Buckmaster,Most Wanted,,,,,,
TRAUQUO128F92F8340,My Own Way,0,Evolution,L'apparenza,,,,,,
TRAURBZ12903CBD56C,Y.O.U. (Album Version),0,Lonestar,Party Heard Around The World,,,,,,
TRAURDA128F423CD13,The Interrogation,0,Paul Buckmaster,Most Wanted,,,,,,
TRAUREN128F931F5AB,It's Four In The Morning,1986,Faron Young,30 Of His Best,e1fd18df-f58f-4670-8aea-ce9a6f157e46,,,,,
TRAURFD12903CBA5DD,Joy to the World,0,The Jordanaires & Orion,Christmas To Elvis from The Jordanaires,966c7234-6086-435e-97ae-c801145dbbc2,,,,,http://coverartarchive.org/release/966c7234-6086-435e-97ae-c801145dbbc2/12835746433.jpg
TRAURGF128F427E9B5,Cuatro Estrofas,1994,Sandra Mihanovich,Creciendo,82d518f0-5746-4fbe-81f8-b9d70eebf8bc,,,,,
TRAURHK12903CA60F8,Le Chat du Café des Artistes,2009,Charlotte Gainsbourg,IRM,9f0701ec-4893-4b73-8f5a-0166cd0b4701,,80.0,1.0,,
TRAURJF128F428B618,Background Music: The Greatest Ever Punk Sing-Along! (Live),0,The Prefects,Live In 1978 At The Festival Suite_ Birmingham Co-op,,,,,,
TRAURLY128F4274DBB,Song Without End,2004,Paul Avgerinos,Words Touch,0f4a0874-b148-4e0d-bcc8-248b12353a06,,,,,
TRAURQM128F423C581,Show Me (Acoustic Version),0,Seal,The Acoustic Session,,,,,,
TRAURRO128F1489B2C,6TH Avenue Nightmare,2005,Pennywise,The Fuse,,,,,,
TRAURRP128F4261B94,Give It Up Or Let Me Go,1998,Dixie Chicks,Wide Open Spaces,,,,,,
TRAURSF12903CBFCBA,Climax (Instrumental Mix),0,Slum Village,Fantastic Vol. 2.10,,,,,,
TRAURXW128F428B9EC,BOMB SQUAD,0,Bomb Squad,Channel U,,,,,,
TRAURYF128F147805D,Supermassive Black Hole (Album Version),0,Muse,Supermassive Black Hole,,,,,,
TRAUSAA12903CBBB7A,Theme From the Victors,0,Frank Chacksfield,Windsor Strings,,,,,,
TRAUSBV128F9344D08,Na Primeira Manhã,1997,Alceu Valença,Ao Vivo Em Todos Os Sentidos,da2ed065-48ed-41f0-a168-f0f22d24f589,,,,,http://coverartarchive.org/release/da2ed065-48ed-41f0-a168-f0f22d24f589/22091348502.jpg
TRAUSFP128F42A6BEE,O.T. (Skit),2004,Cam'Ron,Purple Haze,,,,,,
TRAUSHD128E0795347,Wildflower,2005,Bon Jovi,Have A Nice Day,a5016d71-0507-4ad4-aecc-2aa6fc45c1a8,,,,,
TRAUSKE128F930FB12,Change Your Mind,0,KMD,KMD And The Rave,,,,,,
TRAUSMF12903CE71E5,Wartime Blues,1927,Blind Lemon Jefferson,King Of The Country Blues,8bf8d2f9-6d38-4577-b609-79997129fb11,,,,,
TRAUSOM128F9337BC3,Only You,1997,Nana Mouskouri,Songs For You,a0c76378-d14e-433d-8b74-919398bbb832,,,,,
TRAUSQP128F4230490,La Fruta Bomba,2000,Fruko Y Sus Tesos,Fruko Power Salsa,,,,,,
TRAUSVR12903CD57A5,Dolores,0,The Merry Macs,Classic Years of The Merry Macs,,,,,,
TRAUSYQ12903CE5242,World Destruction (2005 Digital Remaster),0,Time Zone,The Best Of British,,,,,,
TRAUTAI128F4275F53,Alma De Metal,1999,Bobby Pulido,El Cazador,39549874-a753-490d-87ba-575c495ebfdd,,,,,
TRAUTBP12903D0BD6B,Beautiful Lies,0,Eddie,No Control,,,,,,
TRAUTCA128F429B624,Danny's All-Star Joint (LP Version),1979,Rickie Lee Jones,Rickie Lee Jones,,,,,,
TRAUTJD128F14890F5,From the Gardner Meditations: African Tarantella,2006,Stefon Harris,African Tarantella,,,,,,
TRAUTJP128F4291366,Werther - Lyric Drama in four Acts/Act III/Toute mon âme est là,0,Ramón Vargas;Vesselina Kasarova;Vladimir Jurowski,Massenet: Werther,,,,,,
TRAUTKA128F428060B,Miesten tähden,1994,Rauni Pekkala,20 suosikkia / Toiveiskelmiä 3 / Virran viemää,012eac85-11a4-40d4-855e-14982e2f7515,,,,,
TRAUTNT128F933CB62,Song For Paul,2007,Alex Gopher,Alex Gopher (Versailles Special Edition),,,,,,
TRAUTOL128F42418E2,Girl Tonite (featuring Trey Songz)  (Explicit Chopped & Screwed Version),2005,Twista,The Day After,,,,,,
TRAUTPD128F92F1376,Thrill Me,1991,Simply Red,Stars [Expanded],9c57060b-86f6-4d02-a487-0c28e87af8ee,,40.0,2.0,,
TRAUTSN128F14ADD4A,Covered (The Beauty Of Simplicity Album Version),0,Telecast,The Beauty of Simplicity,,,,,,
TRAUTTP128F425BDEB,Charly (Trip Into Drum And Bass Version) (Remastered),0,The Prodigy,Experience: Expanded (Remastered),,,,,,
TRAUTXO128F4263C8E,I'd Rather Have Jesus,1965,Loretta Lynn,The Gospel Spirit,ee6a4a97-a7cf-4958-a15b-7530609f945e,,,,,
TRAUTXS128F932A629,Toby,1974,The Chi Lites,Nothing Lasts For Ever,41466ea0-c923-4615-bd4c-1d1abb9029e1,,,,,
TRAUUEG128F428F323,Yearning Just For You,0,Bob Wills,For The Last Time,,,,,,
TRAUUFZ128F933AB89,Canción De Títeres,0,María Elena Walsh,Todos Cantamos Con Maria Elena,,,,,,
TRAUUIF128F93232FE,Don't Know How To Be,1995,God Lives Underwater,Empty,,,,,,
TRAUUQI128F92D8620,Merry-Go-Runaround,2003,Bob Hope,Thanks For The Memory,17cc5538-3068-42c1-bc2b-b427607eef07,,,,,http://coverartarchive.org/release/17cc5538-3068-42c1-bc2b-b427607eef07/21345790206.jpg
TRAUUQJ12903CBB6B4,Sincerely,0,Don & Juan,Don & Juan,,,,,,
TRAUUQO128F4297426,Althea Cooley,0,Mack and Jamie,Extreme Channel Surfing,,,,,,
TRAUURC128E078EC6E,I'm Back,2000,Eminem,The Marshall Mathers LP,1693b47f-b4d4-4327-98b5-ebed206d7189,,,,,
TRAUUYL128F9322F64,ONE WAY LOVE,0,An Cafe,Goku Tama Rock Cafe,,,,,,
TRAUUZF128EF347CD5,Devil's Daughter,1988,Eric Burdon,Soldier Of Fortune,36f43059-4259-4119-b565-f0581e5784ad,,,,,
TRAUVAQ128F92DC677,Tabernacle Song,2009,Fake Problems,It's Great To Be Alive,87e1338b-c8bc-4093-88dc-1bd70196356f,,,,,
TRAUVAR12903CBD9A4,Anfang Vom Ende,2003,Pyranja,Wurzeln & Flügel,,,,,,
TRAUVGG128F9324DAC,Forgive Me (High Key-Premiere Performance Plus),0,Steve Green,Forgive Me (Premiere Performance Plus Track),,,,,,
TRAUVGG12903CEF9CD,I'll Pray For You,0,The Perrys,Absolutely Positively Live,,,,,,
TRAUVGO128F14836DB,El Mar No Cesa (Live),1991,Héroes del Silencio,Senda '91,,,,,,
TRAUVKK12903CF3E63,I'm Gonna Take My Time,0,Anthony Watson,I Love Being Single,,,,,,
TRAUVLK12903CA55FD,Amaze,0,Jimmy Riley,Pleasure Island 2001,,,,,,
TRAUVMS128F933D938,2 Fists Full Of Nothing,0,Bruisers,Cruising For A Bruising,,,,,,
TRAUVNN128F423068C,"(You're) Timeless To Me (""Hairspray"")",0,John Travolta / Christopher Walken,Hairspray,,,,,,
TRAUVPX128F4274DCB,In My Heart,2004,Paul Avgerinos,Words Touch,836bd6fb-615d-4144-aad4-62986b03a951,,,,,
TRAUVSF128F14A0B6F,Collides With Beauty,2004,ATB,No Silence,16317b9d-6924-4c20-ad19-234f96ea3fd2,,,,,http://coverartarchive.org/release/16317b9d-6924-4c20-ad19-234f96ea3fd2/22595564879.jpg
TRAUVTO128F4297AA2,Cien Anos,0,Selena,Mis Primeros Exitos - Selena 20 Years Of Music,,,,,,
TRAUVUF128F148D1AA,Dig Up Her Bones,1997,The Misfits,American Psycho,db58db87-4baa-44e4-a210-e9d4678ad9a5,,100.0,2.0,,http://coverartarchive.org/release/af25e5c8-e412-43cf-85db-7d6eb2c115db/22133648864.jpg
TRAUVVR128F425A925,A Little Of You,1986,Eurythmics,Revenge,,,,,,
TRAUWCV12903CEE9C5,Spoken Word / Ogdens' Nut Gone Flake / Spoken Word,1968,Small Faces,Ogdens' Nut Gone Flake,,,,,,
TRAUWFN128F1462E09,One Year_ Six Months,2003,Yellowcard,Ocean Avenue,,,,,,
TRAUWGI12903CCB99A,Song For Stephin Merritt,0,Kira,The Rail Train_ The Meadow_ The Freeway & The Shadows,,,,,,
TRAUWIE128F92F6064,Cai dentro,0,Gabriel Grossi,Diz que fui por aí,,,,,,
TRAUWIL128F9334C00,My Funny Valentine,1996,Jeanie Lambe & The Danny Moss Quartet,Three Great Concerts - Live In Hamburg 1993-1995,52290c9e-f0dd-4e31-8915-c1333b99bf05,,,,,
TRAUWJA12903CDAEA1,Mis calles de arena,0,Fabián,Espera a la Primavera,,,,,,
TRAUWKJ128F932E096,Kathleen's Song / Ray Lynch,1984,Ray Lynch,Deep Breakfast,,,,,,
TRAUWQL128F424696E,Trows Kind,2006,Elvenking,The Winter Wake,c5f87956-796b-465d-8196-698919eb720b,,80.0,1.0,,
TRAUWRW128F9358C69,Change Clothes,2003,Jay-Z,R&B Love Collection Summer 2009,8365052f-f8d5-4180-b8da-0d3983813017,,35.0,4.0,,http://coverartarchive.org/release/8365052f-f8d5-4180-b8da-0d3983813017/23501997936.jpg
TRAUWWP12903CC79CB,Ascendant,2008,Keep Of Kalessin,Kolossus,64213182-e949-4517-a7aa-76103b9d48e5,,,,,
TRAUXCQ128F932C0D9,Smith & Wesson,0,Frenchy,Bumps & Grinds,28f054a9-5e6f-4c48-adc3-ec6c3e9bba81,,,,,http://coverartarchive.org/release/28f054a9-5e6f-4c48-adc3-ec6c3e9bba81/22160811384.jpg
TRAUXEL128F42683D5,Bring Out Your Dead,2002,Cadacross,Corona Borealis,6b8f0478-ab20-4e2d-85c8-36de2b3be30d,,,,,http://coverartarchive.org/release/6b8f0478-ab20-4e2d-85c8-36de2b3be30d/14321752859.jpg
TRAUXEU12903CD3CD7,Vietnamese Baby,1973,The New York Dolls,Morrissey Presents The Return Of The New York Dolls - Live From Royal Festival Hall 2004,2ff5a4d4-8365-43a6-9d28-44f2cf702122,,80.0,2.0,,http://coverartarchive.org/release/2ff5a4d4-8365-43a6-9d28-44f2cf702122/9011123139.jpg
TRAUXNO128F42774A0,Angry Chair,1992,Alice In Chains,Live,cf0023c0-55b3-47e2-9f24-a2474697434d,,75.0,10.0,,http://coverartarchive.org/release/7788868d-e6d0-4dd8-a7e4-d6ba1bdf6c22/16645109009.jpg
TRAUXNU12903D11493,Nadal De Luintra,2000,Berrogüetto,Cantigas De Nadal,,,,,,
TRAUXPK12903CF951E,Que Ves Por Tu Ventana,0,David Saylor,Un Trozo de Mi,,,,,,
TRAUXPV128F4230C79,Talking During Sex (LP Version),0,Martin Lawrence,Live Talkin' Sh--,,,,,,
TRAUXSK128F427C58D,The Modern Rome Burning,2008,Anti-Flag,The Bright Lights Of America,46937505-fe9a-4da4-b43d-f0f7839ae2e5,,,,,
TRAUXSO128F42B863C,Spawn (Again),0,Silverchair,Freak Show/Neon Ballroom,,,,,,
TRAUXYC128F42A86E8,Life is Love,0,NO-TONE ft.Inusa,Life is Love,,,,,,
TRAUYKN128F933067A,Prospection,0,Henri Pousseur,Electronic experimental and microtonal 1953-1999,,,,,,
TRAUYLE128F424C824,Neglected,0,Marygold,Turned Left But Don't Know If It Was Right,,,,,,
TRAUYLT128F427538E,Chase The Light,2006,Dope Stars Inc.,Make A Star,,,,,,
TRAUYNK128F425BDB9,Intro. & Hello Young Lovers (Live) (2000 Digital Remaster),0,Bobby Darin,Live From Las Vegas,,,,,,
TRAUYOD128F42647FE,Good Texan,1990,The Vaughan Brothers,Family Style,275ec8dc-885d-4b8d-9abc-230e5763df8e,,,,,
TRAUYRJ12903CE6C00,Dontchaletmecatchya,0,The Wiyos,Broken Land Bell,a584f4e8-50e0-452b-be67-72f056210df5,,,,,
TRAUYXI12903CC7355,Soul of Ethiopia,2009,Oh No,Dr. Nos Ethiopium,1611bd26-9a8b-40e5-8441-a7f9c4480222,,,,,
TRAUYYW128F92E9E8F,Louie Louie,0,Eddie and the Subtitles,Fuck You Eddie!,ab2bb441-4fa8-4498-bf92-54951e0e3ab6,,,,,
TRAUYZG12903CDA4E9,This Ain't A Love Song,1995,Bon Jovi,These Days- Special Edition,2bdcb0d2-dd2e-495c-9c49-2593df609427,,,,,
TRAUZAP128F92F281A,A.C.A.B. (Bumper Sessions),0,4 Skins,Singles And Rarities,,,,,,
TRAUZED128F4274561,Tenderly,0,Eddie Calvert,Memories Of You,c54b6d2f-8b29-4b5a-b89a-d0de5b5d8875,,,,,
TRAUZFR128F93381F4,Copacabana,0,Sivuca,Samba Nouvelle Vague,a711587b-1883-4d21-9719-a6fa370d4dd2,,,,,
TRAUZFY128F42BCE57,No Good In Goodbye,2007,Jason Michael Carroll,Waitin' In The Country,,,,,,
TRAUZKB128F4287ED6,NOT IN LOVE,0,The Scare,Chivalry,,,,,,
TRAUZLI128E0791D51,Are You There (With Another Girl),1967,Burt Bacharach,Reach Out,ee4b82ea-5444-404b-9f6a-36b1275934cf,,,,,
TRAUZLI128F427EA58,The Stranger,2003,James Horner,The Missing,b893c234-eaec-445d-ab86-d35a3eafdff5,,,,,
TRAUZOU128F4260C88,Nanã,1962,Mario Telles,Mario Telles,,,,,,
TRAUZTB128F422730F,Intro,0,The Chi-Lites,Greatest Hits Live,,,,,,
TRAUZTO128F92F1E6C,Tappin' Out (LP Version),0,The Katies,The Katies,,,,,,
TRAUZTR128F9351D2A,I Wanna Be Where You Are,1972,Michael Jackson,Hello World - The Motown Solo Collection,05c01193-27c5-4ad0-84d3-582b47c72d8c,,80.0,3.0,,
TRAUZVU12903CC050D,Remember (Walkin' In the Sand),1964,The Shangri-Las,100 Love Evergreen,3e00ca61-4641-4b40-b7b9-b001abf3cb46,,,,,
TRAVAAN128F9359AAE,Dirty Ol' Town,0,The Wicklows,Country 'n' Irish - 20 All Time Favourites,,,,,,
TRAVABY12903C9ECFB,Night on William Street,0,DJ Godfather,Live in Australia,,,,,,
TRAVADZ12903CA4D29,Epilogue,0,Arkona,Lepta,,,,,,
TRAVALM128F932906B,Do Or Die,0,Coolio Da Unda Dogg,Cognito Presents That's My Mic,,,,,,
TRAVALP128F92E38A1,Hey Jamalo ((Def Mix)),0,Bally Sagoo,Ragga Muffin Mix 1991,,,,,,
TRAVANT128F92E3F71,Someday,1990,Mariah Carey,Mariah Carey Mtv Unplugged Ep,674d35e4-96c6-4e63-ab9d-ccb42e8c6e9a,,93.0,3.0,,http://coverartarchive.org/release/58a31aa0-b0f9-4d2a-896d-b2f60bce8c6b/27069900479.jpg
TRAVASN128F9361074,Earrings on the Table,1992,Walter Trout,Live,61d62236-e0a7-4e71-8a83-e50c512280a8,,,,,
TRAVASY12903CBF39B,Imaginary Gangsters,0,Big Rich featuring J. Stalin_ Aristotle,Demolition Men Present: Block Tested Hood Approved,,,,,,
TRAVAUF128F93033E5,Never After,0,Abbott & Chambers,Never After,,,,,,
TRAVAXK128F42A5166,Pränatalabhärtung,2004,Django Asül,Hardliner,62a01461-1d98-4880-b272-4fc30c63cf4f,,,,,
TRAVAXS128F932CB2A,Today,0,Electrostatic,Awake Alone,b7214312-573a-4ea2-a85c-b4ad6fa4e9cd,,,,,
TRAVBAH128F9305DFC,Give It,1992,Helmet,Unsung: The Best Of Helmet 1991-1997,1e053d0b-3938-4265-8465-38cef4210300,,60.0,2.0,,
TRAVBAS128F424A0BD,Vem_ Vem,0,Quinteto Violado,Canta Geraldo Vandré,,,,,,
TRAVBCR128F933AE8E,Radiation Blues,2007,Dax Riggs,We Sing of Only Blood or Love,509bcd38-c6a9-4c9c-aa79-614c5b46b95c,,,,,
TRAVBGH128F4276CDB,Ai Hen Jian Dan,0,Edmond Leung,Motclub 903 Fa Yuan Di Du Le Le Edmond Leung Yin Yue Hui,,,,,,
TRAVBGI128F425F366,(We Don't Need This) Fascist Groove Thang (Rapino Club Mix),2009,Heaven 17,The Remix Collection,4837f72b-a208-4ba0-bc5b-3475688ebd7d,,,,,
TRAVBGZ128F42541D2,Would You Like,2008,Mr Lab!,Post Industrial Ceremony,,,,,,
TRAVBLC12903CD66A5,Vibrators,2009,George Lopez,Tall_ Dark & Chicano,135c1adb-ea5d-4201-a528-47a171cf9a0e,,,,,
TRAVBMS128F423EA54,Quitxalla,2003,Gertrudis,Teta,178ad03b-3e5e-4822-85f3-92410af68be1,,,,,
TRAVBSQ128EF344B3C,Tant Que L'on S'aimera,0,Charles Aznavour,C'est Ça,,,,,,
TRAVBWV128F92D964D,Tamborera No. 6,0,Gran Coquivacoa,Gaiton N°5,,,,,,
TRAVBZD128F4244549,Bad Girl,0,Alice Stuart,All The Good Times,701a532c-217c-40a0-8160-2dcad2041f1f,,,,,
TRAVCBH128F9315585,Das große Segel,0,Rainer Bielfeldt,Alles nur ein Traum,,,,,,
TRAVCBP128F422930E,Help There's A Fire,1983,Jason & The Scorchers,Fervor / Lost & Found,,,,,,
TRAVCKQ128F935BC1E,Rock Guitar,0,Corderoy,Rock Guitar,,,,,,
TRAVCNA128F930975C,On Misty Pathways,1998,Mithotyn,King of the Distant Forest,80b5aabf-7c27-4bda-98ed-a2bd4a794216,,,,,http://coverartarchive.org/release/80b5aabf-7c27-4bda-98ed-a2bd4a794216/10560219656.jpg
TRAVCTG12903CFF7F9,Take Your Chance,0,Twenty 4 Seven,Best of,,,,,,
TRAVCWE12903CEF076,Dumb It Down (Live From Chicago),2007,Lupe Fiasco feat. GemStones and Graham Burris,Superstar,,,,,,
TRAVCWS128F1469EE2,Oh My People,0,Joi,One And One Is One,,,,,,
TRAVDBI12903D105BB,Altas Horas,2005,Entre Ríos,Onda,,,,,,
TRAVDBV128F424EAD8,Hold Me,2008,DCX,Hold Me,c2580b22-8de1-4928-8274-5c376befada9,,,,,
TRAVDCO128F9324A1D,Chivalry,0,Usher featuring Jermaine Dupri,Here I Stand (Deluxe Version),,,,,,
TRAVDDJ128F92EF09C,Proud mary,1998,Creedence Clearwater Revisited,Recollection/Live,,,,,,
TRAVDDS12903CDD092,Serenade valse,0,Marc Perrone,Voyages,,,,,,
TRAVDGG128F92E389A,Nothing In Rambling,1995,Memphis Minnie,Memphis Minnie Vol. 5 (1940-1941),,,,,,
TRAVDKK12903CAF5D9,Pac's Break,0,Big Daddy Rick,Rough Electro,,,,,,
TRAVDMO12903CDA1DB,Affaire Mokuwa,2005,Kekele,Congo Life,58bbef1a-d2a6-449e-95f0-3cf4c03de796,,,,,http://coverartarchive.org/release/58bbef1a-d2a6-449e-95f0-3cf4c03de796/22098986954.jpg
TRAVDNM128F9344090,Following You Around (Album Version),0,Gail Davies,What Can I Say,,,,,,
TRAVDQQ128F421B864,A Fiery Stride (Ltd. Edition Bonus),2004,Elvenking,Wyrd,,,,,,
TRAVDQU128EF34E7A8,My God Will Always Be Enough,2000,Karen Peck And New River,The Best Of Karen Peck And New River,5d0771a5-3e0f-45e2-8c77-df7068d86d84,,,,,
TRAVDRG12903C9A44C,Turn It Over (Album Version),2009,Leslie Mendelson,Swan Feathers,,,,,,
TRAVDSA128F92D3852,Japanese Lullaby,0,Claire Hamill,Love In The Afternoon,80e4eb00-a6f1-4a63-8153-c6570a9425cc,,,,,
TRAVEGK12903CA4E42,Hoop of Flame (IV. Glimpse of a Chance),0,Mind Furniture,Hoop of Flame,,,,,,
TRAVEGQ128F92D94C4,Son Los Años,0,Orquesta Sublime,Sabor A Cuba,,,,,,
TRAVEKB128F9321D0B,Denise,0,Chico Hamilton,Trio! Live @ Artpark,6e34d0b1-80e7-415f-b8af-bf9b84d04034,,,,,
TRAVELY128F42606F8,Like It Like That,1998,A Tribe Called Quest,The Best Of,c030ea6f-5917-45b5-b72d-17f895954fd2,,,,,http://coverartarchive.org/release/c030ea6f-5917-45b5-b72d-17f895954fd2/16796269834.jpg
TRAVEMF12903CAF953,The Scenic Route,0,John Brown,Burbstrumentals_ Vol. 1,,,,,,
TRAVEOQ128F931C8F4,Please Send Me Someone To Love,1950,Percy Mayfield,The Birth of R&B,c85b73ae-8709-4893-a3fb-a95770e50a96,,,,,
TRAVEQI128F426F935,Dear Ann,0,Jack Sheldon,Playing For Change,ed5faa67-5abb-4bd4-927a-fb445f5fbda9,,,,,
TRAVEQX128E07864AA,New Day Rising,2004,VHS Or Beta,The Melting Moon,3bba5de2-c383-4664-99a7-1afb24c3adf8,,,,,
TRAVESV12903CEDEDA,Horse Doctor_ Come Quick,0,Corb Lund,Losin' Lately Gambler,,,,,,
TRAVEYE128F933EA89,Visions,0,The Mystic Moods Orchestra,Stormy Weekend,8b80f1e3-4117-4410-bc64-35d2f01cda25,,,,,
TRAVFEW128F92E2B47,Be My Lover,1971,Alice Cooper,LIVE AT MONTREUX,6933419b-799d-47a7-b105-09a9241fb494,,80.0,4.0,,
TRAVFJV128F92D2043,Bianca's Midnight Lullaby,1980,Al Di Meola,Greatest Hits,12b4f313-d5d9-461e-87a5-a606ab1b6417,,,,,
TRAVFKG12903CB2235,Morning Rain Music by Jorge Alfano,0,Paul Overman,10 Minutes to Relax: Peaceful Retreat,,,,,,
TRAVFOA128F92F2B38,Watermelon Man,1963,Mongo Santamaria,Montreux Heat!,bd14987e-825d-4be0-9ee2-acc10d78f464,,,,,http://coverartarchive.org/release/453b4c75-850b-43d2-9f26-0ad0600d1b41/3356994434.jpg
TRAVFPH128F42621EE,The Blackest Years (CD only hidden track),2000,The Distillers,The Distillers,,,,,,
